order_delivered_customer_date,order_approved_at,order_estimated_delivery_date,order_status
"2017-05-02 15:11:43","2017-04-24 22:45:16","2017-05-11 02:00:00",delivered
"2017-09-01 21:11:46","2017-08-23 04:47:28","2017-09-13 02:00:00",delivered
"2017-12-13 23:57:29","2017-11-26 18:55:23","2018-01-03 01:00:00",delivered
"2018-04-08 23:19:30","2018-04-03 19:10:29","2018-04-12 02:00:00",delivered
"2017-12-04 18:54:51","2017-11-29 19:10:32","2017-12-11 01:00:00",delivered
"2017-12-07 23:29:32","2017-12-01 22:24:08","2017-12-19 01:00:00",delivered
"2017-04-17 17:47:02","2017-04-06 16:03:14","2017-05-10 02:00:00",delivered
"2018-05-29 22:10:51","2018-05-25 15:53:54","2018-06-12 02:00:00",delivered
"2017-10-11 00:58:36","2017-09-25 12:04:02","2017-10-19 02:00:00",delivered
"2017-09-18 18:09:57","2017-09-06 04:55:33","2017-09-29 02:00:00",delivered
"2017-12-09 16:36:43","2017-11-29 12:37:34","2017-12-20 01:00:00",delivered
"2018-06-19 23:46:19","2018-06-14 14:19:40","2018-07-05 02:00:00",delivered
"2018-05-14 16:08:54","2018-05-01 16:16:59","2018-05-28 02:00:00",delivered
"2017-09-28 23:47:45","2017-09-12 10:30:25","2017-10-05 02:00:00",delivered
"2017-11-09 21:09:34","2017-11-02 10:45:18","2017-11-23 01:00:00",delivered
"2018-06-05 00:46:39","2018-05-30 15:09:18","2018-07-20 02:00:00",delivered
"2017-05-24 16:39:39","2017-05-05 15:50:15","2017-06-01 02:00:00",delivered
"2018-05-09 19:57:27","2018-05-08 06:55:20","2018-05-17 02:00:00",delivered
"2017-06-03 12:57:54","2017-06-02 12:30:19","2017-06-19 02:00:00",delivered
"2017-09-18 23:44:59","2017-09-13 19:55:29","2017-09-28 02:00:00",delivered
"2017-12-21 22:17:08","2017-12-04 19:30:31","2018-01-09 01:00:00",delivered
"2017-05-30 14:13:30","2017-05-22 18:05:19","2017-06-09 02:00:00",delivered
"2017-10-13 23:36:49","2017-10-08 17:07:11","2017-11-01 01:00:00",delivered
"2018-05-22 04:40:39","2018-05-18 04:54:16","2018-06-07 02:00:00",delivered
"2018-04-12 01:41:16","2018-03-27 05:56:17","2018-04-16 02:00:00",delivered
"2018-05-25 22:49:46","2018-05-23 18:36:26","2018-06-13 02:00:00",delivered
"2017-08-18 21:12:36","2017-08-11 13:04:33","2017-08-31 02:00:00",delivered
"2018-08-16 21:31:58","2018-08-12 22:30:18","2018-08-24 02:00:00",delivered
"2017-12-02 19:56:40","2017-11-25 05:17:35","2017-12-19 01:00:00",delivered
"2018-01-17 19:14:24","2018-01-12 03:35:45","2018-02-06 01:00:00",delivered
"2018-04-12 00:45:31","2018-04-06 20:29:25","2018-04-30 02:00:00",delivered
"2018-02-16 12:27:07","2018-02-06 05:32:49","2018-03-08 01:00:00",delivered
"2017-08-10 22:27:28","2017-07-15 08:50:10","2017-08-22 02:00:00",delivered
"2018-06-29 21:12:52","2018-06-20 15:21:30","2018-07-20 02:00:00",delivered
"2017-10-23 23:10:09","2017-10-15 04:14:19","2017-11-07 01:00:00",delivered
"2017-06-03 11:39:37","2017-05-24 05:05:23","2017-06-29 02:00:00",delivered
"2018-03-27 15:21:08","2018-03-20 15:49:27","2018-04-02 02:00:00",delivered
"2017-06-26 10:23:37","2017-06-20 16:50:17","2017-07-19 02:00:00",delivered
"2018-06-02 20:12:20","2018-05-13 13:12:43","2018-06-01 02:00:00",delivered
"2017-12-17 11:19:09","2017-12-09 20:30:37","2018-01-05 01:00:00",delivered
"2018-08-09 15:58:52","2018-08-03 06:35:22","2018-08-16 02:00:00",delivered
"2017-05-05 15:27:50","2017-04-22 18:05:17","2017-05-18 02:00:00",delivered
"2017-12-28 21:37:13","2017-12-09 13:36:31","2018-01-04 01:00:00",delivered
"2017-10-11 21:28:53","2017-10-07 22:49:32","2017-10-25 02:00:00",delivered
"2017-07-26 21:13:42","2017-07-14 11:05:14","2017-08-16 02:00:00",delivered
"2017-04-29 13:04:15","2017-04-22 20:41:21","2017-05-17 02:00:00",delivered
"2017-05-17 17:00:14","2017-05-05 10:55:17","2017-06-08 02:00:00",delivered
"2017-09-13 23:57:52","2017-09-09 21:50:12","2017-09-21 02:00:00",delivered
"2018-05-23 18:33:19","2018-05-21 23:15:40","2018-06-13 02:00:00",delivered
"2018-05-03 11:46:56","2018-04-16 12:32:41","2018-05-15 02:00:00",delivered
